"participant"	"condition"	"stimuliType"	"stimSet"	"meanValenceRating"	"meanArousalRating"	"meanValenceRT"	"meanArousalRT"	"meanZValenceRating"	"meanZArousalRating"	"Ntrial"
"P30"	"Sham"	"High Valence - High Arousal"	"Set1"	7.5	7.375	6.23446157504804	3.60115616268013	1.1630639625895	0.990629170702213	8
"P30"	"Sham"	"High Valence - Low Arousal"	"Set1"	5.625	4.5	3.22912366269156	1.75470787496306	0.416712756649714	-0.275174769639504	8
"P30"	"Sham"	"Low Valence - High Arousal"	"Set1"	2.625	5.5	4.7726792874746	3.2639685627073	-0.777449172853944	0.165104861783702	8
"P30"	"Sham"	"Low Valence - Low Arousal"	"Set1"	2.75	3.125	3.66877153771929	3.41230502491817	-0.727692425791291	-0.880559262846411	8
"P31"	"Active"	"High Valence - High Arousal"	"Set2"	6.625	7	3.3260005875054	1.94958713751112	0.851939289307519	0.866382365756559	8
"P31"	"Active"	"High Valence - Low Arousal"	"Set2"	6.625	3.125	3.74469186249917	1.88880719999725	0.851939289307519	-0.713491360034813	8
"P31"	"Active"	"Low Valence - High Arousal"	"Set2"	3.125	6.125	2.6073283375008	2.18595947499853	-0.662619447239181	0.509636685739152	8
"P31"	"Active"	"Low Valence - Low Arousal"	"Set2"	4.625	2.625	3.0320131749977	2.21549780001078	-0.0135228458620241	-0.917346034330474	8
"P31"	"Sham"	"High Valence - High Arousal"	"Set2"	5.875	7.25	3.4327056624461	4.77342989994213	0.52739098861894	0.968309702904389	8
"P31"	"Sham"	"High Valence - Low Arousal"	"Set2"	4.25	2.875	2.93614173762035	4.3676317500649	-0.175796996206313	-0.815418697182643	8
"P31"	"Sham"	"Low Valence - High Arousal"	"Set2"	2.75	7.5	4.61239728762303	4.74120913736988	-0.82489359758347	1.07023704005222	8
"P31"	"Sham"	"Low Valence - Low Arousal"	"Set2"	3.375	2.5	2.77714012481738	3.72121902485378	-0.554436680342988	-0.968309702904389	8
"P32"	"Active"	"High Valence - High Arousal"	"Set2"	8	6.875	2.9650315874751	1.73482932501065	1.213627628543	0.895099067406347	8
"P32"	"Active"	"High Valence - Low Arousal"	"Set2"	6.375	2.75	2.71610540001711	1.5948660250142	0.457835572444367	-0.680275291228824	8
"P32"	"Active"	"Low Valence - High Arousal"	"Set2"	4.125	6.875	2.29166160004388	2.55664323750534	-0.5886457359999	0.895099067406347	8
"P32"	"Active"	"Low Valence - Low Arousal"	"Set2"	3.375	2.625	2.96143741250853	1.49360537495522	-0.937472838814656	-0.728013908157162	8
"P32"	"Sham"	"High Valence - High Arousal"	"Set2"	7.625	6.75	2.67314129986335	3.5927248125663	1.03921407713563	0.847360450478008	8
"P32"	"Sham"	"High Valence - Low Arousal"	"Set2"	5.75	1.625	5.97595263749827	2.73828422499355	0.167146320098737	-1.10992284358387	8
"P32"	"Sham"	"Low Valence - High Arousal"	"Set2"	4.25	6.875	4.21740264992695	5.58240996231325	-0.530507885530774	0.895099067406347	8
"P32"	"Sham"	"Low Valence - Low Arousal"	"Set2"	3.625	1.875	4.5134595624404	4.73975466238335	-0.821197137876404	-1.01444560972719	8
"P33"	"Active"	"High Valence - High Arousal"	"Set2"	6.875	6.25	5.90441845019814	10.839843412512	0.933013713674865	0.653141379005083	8
"P33"	"Active"	"High Valence - Low Arousal"	"Set2"	6.125	4.5	6.83435832499526	12.7727332627401	0.546939073533542	-0.335396924353961	8
"P33"	"Active"	"Low Valence - High Arousal"	"Set2"	2.875	6.75	5.50816982472315	6.29859219992068	-1.12605103374553	0.935580894250524	8
"P33"	"Active"	"Low Valence - Low Arousal"	"Set2"	4	3.375	6.79817391268443	8.13002017489634	-0.546939073533542	-0.970885833656204	8
"P33"	"Sham"	"High Valence - High Arousal"	"Set2"	7.125	6.625	9.8902210497763	6.86651601234917	1.06170526038864	0.864971015439163	8
"P33"	"Sham"	"High Valence - Low Arousal"	"Set2"	6.75	4	13.0571987874573	6.43251177517232	0.868667940317978	-0.617836439599402	8
"P33"	"Sham"	"Low Valence - High Arousal"	"Set2"	3.125	6.25	8.50704821257386	6.42784646246582	-0.997359487031752	0.653141379005083	8
"P33"	"Sham"	"Low Valence - Low Arousal"	"Set2"	3.625	3	11.7648406751687	6.11380516237114	-0.739976393604203	-1.18271547009028	8
"P34"	"Active"	"High Valence - High Arousal"	"Set1"	8.125	8.25	4.04301966261119	1.06479304970708	1.35322882845925	0.999682690774179	8
"P34"	"Active"	"High Valence - Low Arousal"	"Set1"	5.25	4	4.60960581258405	1.73189508740325	0.284584603409884	-0.699777883541925	8
"P34"	"Active"	"Low Valence - High Arousal"	"Set1"	2	7.875	1.91759186261334	1.32746689987835	-0.923447998819829	0.849730287158052	8
"P34"	"Active"	"Low Valence - Low Arousal"	"Set1"	3	4.25	3.08510272484273	2.6254039000487	-0.551745659672225	-0.599809614464507	8
"P34"	"Sham"	"High Valence - High Arousal"	"Set1"	7.75	8	1.23080797481816	2.72800881240983	1.21384045127889	0.899714421696761	8
"P34"	"Sham"	"High Valence - Low Arousal"	"Set1"	5.375	2.875	1.20499213773292	2.9359385499265	0.331047395803335	-1.14963509439031	8
"P34"	"Sham"	"Low Valence - High Arousal"	"Set1"	1.625	7.375	1.26506758737378	2.68440804991405	-1.06283637600018	0.649793749003216	8
"P34"	"Sham"	"Low Valence - Low Arousal"	"Set1"	2.75	3.375	1.20445419987664	3.10975233733188	-0.644671244459126	-0.94969855623547	8
"P35"	"Active"	"High Valence - High Arousal"	"Set1"	7.625	8.25	1.04826467495877	3.61158372485079	1.11730513572716	1.06928172249499	8
"P35"	"Active"	"High Valence - Low Arousal"	"Set1"	5.625	2.125	2.63025235012174	4.45491121255327	0.360611710472788	-0.945903062207108	8
"P35"	"Active"	"Low Valence - High Arousal"	"Set1"	2.5	6.375	1.9714131874498	3.38137302489486	-0.821721766487172	0.452388421055573	8
"P35"	"Active"	"Low Valence - Low Arousal"	"Set1"	2.875	2	0.892776812892407	3.92086529999506	-0.679841749251977	-0.987029282303069	8
"P35"	"Sham"	"High Valence - High Arousal"	"Set1"	8	8.25	4.25450018735137	1.52271176245995	1.25918515296236	1.06928172249499	8
"P35"	"Sham"	"High Valence - Low Arousal"	"Set1"	5.75	2.875	5.73984283744358	2.52337166236248	0.407905049551186	-0.699145741631341	8
"P35"	"Sham"	"Low Valence - High Arousal"	"Set1"	1.75	6.875	3.47212421253789	1.79979213746265	-1.10548180095756	0.616893301439418	8
"P35"	"Sham"	"Low Valence - Low Arousal"	"Set1"	3.25	3.25	7.2697742250748	2.81555394991301	-0.537961732016782	-0.575767081343457	8
"P36"	"Active"	"High Valence - High Arousal"	"Set2"	7.375	7.625	2.53277532488573	6.07979676220566	1.10309809968857	0.979738771153562	8
"P36"	"Active"	"High Valence - Low Arousal"	"Set2"	6.625	4.625	2.09981897496618	5.97625806264114	0.740435710749862	-0.69981340796683	8
"P36"	"Active"	"Low Valence - High Arousal"	"Set2"	2.875	7.375	3.8342490500072	4.9881502375938	-1.07287623394368	0.839776089560196	8
"P36"	"Active"	"Low Valence - Low Arousal"	"Set2"	3.25	3.875	2.16118473757524	6.4349777874304	-0.891545039474324	-1.11970145274693	8
"P36"	"Sham"	"High Valence - High Arousal"	"Set2"	7	7.25	8.54713143734261	3.30639021261595	0.921766905219216	0.769794748763513	8
"P36"	"Sham"	"High Valence - Low Arousal"	"Set2"	6.375	5.125	5.63138728740159	5.24444329994731	0.619548247770293	-0.419888044780098	8
"P36"	"Sham"	"Low Valence - High Arousal"	"Set2"	3.5	6.875	5.44263752491679	2.5996911751572	-0.770657576494754	0.559850726373464	8
"P36"	"Sham"	"Low Valence - Low Arousal"	"Set2"	3.75	4.25	5.95133381220512	3.09599639975931	-0.649770113515185	-0.909757430356879	8
